l1_height,l1_heat,l1_width,l2_height,l2_heat,l2_width,l3_heat,l3_width,creep_rupture_time,iter
2.848467147432784,1779.4576594927978,4.555350387359763,2.4237110315145323,1112.508267573475,2.9842156022160027,1303.516689397204,2.340473250465138,360.001,1
2.9391907912333424,1410.779028069195,2.305611648521037,2.9166582909279626,1405.4878891069857,2.892876202194044,1396.1475324431892,3.9212724502765335,480.001,1
2.3518413242113785,1006.4081140583008,3.1774219010896734,2.251732181207585,2004.61655570599,3.011623420523335,1609.156091651499,4.284533732296057,490.001,1
2.330420897291463,1768.8697671377856,2.54705676125661,2.956303076376036,1569.520525774899,3.5680822844465165,1759.331325433707,3.4511605827755627,270.001,1
2.0,1000.0,5.0,3.2,1478.9508684552309,5.0,1000.0,5.0,610.001,2
2.0619515332045606,1416.729370337995,3.106333229415626,2.7891232458283888,2137.830264019845,2.006409091768073,1424.95119416076,4.039381405361539,220.001,2
2.1506179007344337,1183.4778238402869,3.904248514894592,2.849918940009865,1395.9376485369642,4.505757553724113,1602.0263494164112,4.468125126762232,460.001,2
2.930685151671687,1196.2093400881477,4.077698388804892,3.032215331529144,1417.442946697041,2.263520253387944,1603.7936767309625,3.475779560019764,500.001,2
2.6949436322754723,1347.6372828593037,4.264511906764508,2.0732342900648164,1237.8128355752076,4.558871518909568,1263.518068604023,2.524931530198129,300.001,3
2.36493555695981,1890.020731185484,3.508288260660325,3.06947690152822,1594.3422571629142,2.522298930450665,1077.2834997775217,2.51191658075523,520.001,3
2.0503757912653358,1999.419520286064,2.29157805387597,2.06076554933995,1577.030385003625,2.422046719191904,1220.625607024593,2.736530146068183,430.001,3
2.067930335220869,1330.1905670940046,2.405669924010166,2.311964593449498,1735.7603126935887,4.942955934188012,1183.7448598420638,4.667755582500314,520.001,3
2.609363229152023,1726.3986043236814,4.198892220260252,2.382289632265114,1452.222043025316,3.4062452311471287,1963.837118021476,2.2865010897099443,140.001,4
2.5945250581300416,1375.401487800574,4.347232619067466,2.9215975860521075,1345.075690217588,4.701195967186181,1906.5419439725435,3.1338062560406823,330.001,4
2.7620368229071226,1416.5635197568631,4.753418893024004,3.0433928873644804,1370.564853968605,3.971341551932629,1390.4724766271556,2.864322457486855,450.001,4
2.174472715460313,1192.605165213915,2.0560211273561126,2.8154165922476726,1191.890460441351,4.298985591704888,1193.0753623873456,4.546604722593336,500.001,4
3.183152239502288,1801.4204849621506,4.290040244422048,3.131874392042944,1706.7161655872278,2.6132145031384884,1573.5101428980229,3.977498956892005,370.001,5
2.6536633493140616,1767.3325099310157,2.4886269866587445,2.2961200103178,1118.5015713881237,2.2615102333558914,1316.1471564080523,3.663989273033317,320.001,5
2.917143262905133,1001.2167415325464,2.493034238792136,2.649876221179559,1993.9348362503945,4.74613456566789,1590.9787458418032,3.852154246881918,490.001,5
3.0215685473625413,1551.5206887725672,3.951127530746216,2.541124822590572,1095.2599848345733,3.402765699439634,1039.9547591517014,4.891436584418104,410.001,5
2.4419445131194544,1415.439159868374,2.355624916809788,2.6254631644919444,1365.8904754189753,2.249735453554548,1395.7573859516272,2.02964769264262,400.001,6
