l1_height,l1_heat,l1_width,l2_height,l2_heat,l2_width,l3_heat,l3_width,creep_rupture_time,iter
2.6304854000000004,1012.7506,3.9668945,2.3803646,2075.4958,4.8553085,1000.2034,3.9099455,590.001,7
2.1953606,1005.6922,3.9751655,2.3659478,1378.303,4.5288335,1028.9242,4.6877075,580.001,7
2.1610346,1093.7974,4.9034315,2.2682942,1547.3818,4.881537499999999,1003.1938,4.8877115,530.001,7
2.285717,1011.751,3.7665455,2.6506682,1487.4934,4.1944025,1006.8154,4.8535775,610.001,7
2.1705938,1000.7578,3.2196095,2.4973742000000003,1303.2478,4.4313605,1003.6234,4.8219005,500.001,8
2.5524914,1012.1842,2.0799725,2.381933,1524.1414,4.3051475,1003.717,4.1669075,590.001,8
2.606423,1003.849,3.1564085,2.4013718,1564.939,4.2015005,1007.2162,4.0244735,600.001,8
2.5276442,1003.0366,4.8573095,2.5885466,1929.235,4.8133415,1007.617,3.9115175,600.001,8
2.6879654,1005.5494,4.0015955000000005,2.3727914,1637.1622,4.2884465,1000.0678,3.6174935,610.001,9
2.5316282,1019.143,2.1483875,3.1140062000000004,1545.0694,4.554237499999998,1003.5166,3.6103415,570.001,9
2.6926586,1038.8314,4.6679915,2.2545194,1758.3202,4.6519925,1000.0618,4.045110500000002,610.001,9
2.475287,1041.7066,4.1683925,2.776289,1566.6981999999994,4.7262575,1002.8506,3.7683485,610.001,9
2.4735146,1018.345,3.0662855,2.1809162,1857.667,4.977009499999999,1002.0574,3.638328500000001,520.001,10
2.3906546000000004,1021.0126,3.9613325,2.779709,1536.799,4.7329265,1013.407,3.9826625,610.001,10
2.1847058,1010.5126,3.8422835,3.037319,1414.0882,4.8104915,1008.1798,3.3789215,570.001,10
2.2643474,1019.0242,4.6977185,2.6065874,1348.5514,4.6660265,1010.7262,3.0872075,570.001,10
3.112607,1008.9358,4.8318875000000014,2.6858678,2044.6486,4.6537985,1002.1618,3.8801375,560.001,11
2.3831306,1035.817,4.142253500000002,2.7059078000000003,1691.9866,4.1651555,1013.8006,4.2043685,600.001,11
2.5178654,1015.7146,4.3254155,2.5644338,1481.6314,4.9359845,1008.697,3.8445725,580.001,11
2.4258818,1034.0854,4.5705695,2.7095654,1514.9422,3.8515745,1000.525,4.5837214999999984,600.001,11
2.6625194,1009.7626,3.6411935,2.9196086,1644.2109999999998,4.3584635,1000.5922,4.6116185000000005,570.001,12
2.5805714,1020.2302,4.1216705000000005,2.8119098,1588.201,4.3592795,1010.293,3.4781225,590.001,12
2.5392074,1009.5718,4.1646005000000015,2.8030046000000004,1883.341,4.200771499999999,1009.747,2.9858135,580.001,12
2.6137322000000003,1021.8598,4.5349535,2.238983,1641.4894,3.9527345,1014.9586,2.7680795,580.001,12
2.5265402000000003,1007.701,4.9510145,2.099849,1601.8402,4.5994175,1004.8378,3.6053105,610.001,13
2.4559466,1000.1446,4.0842035,2.512151,1461.697,3.6218285,1000.453,4.1018405,600.001,13
2.5632086000000003,1009.0666,4.9278455,2.4413234,1471.477,4.8380345,1015.1362,3.8259305,580.001,13
2.371637,1019.035,4.837908499999999,2.602481,1560.1174,4.3498535,1006.6918,3.6422885,620.001,13
2.8117802000000003,1004.6038,4.7382215,2.2564898,1718.7502,4.4871095,1004.2582,4.4869925,600.001,14
2.5849034,1001.4958,4.9964165000000005,2.0311022,1832.611,4.0229405,1000.963,3.1078475,570.001,14
2.4318398,1026.4138,4.6278785,2.7188894,1443.9238,2.4335465000000003,1015.6222,3.4876055,600.001,14
2.386685,1001.6026,4.9190165,2.5399982000000003,1739.7538,4.1054615,1001.0542,2.7621725,600.001,14
2.3034926,1013.113,3.5264045,2.5924454,1717.8346,4.6243145000000005,1003.639,3.4029155,570.001,15
2.4058286,1015.201,4.6211225,2.2456718,1708.7554,4.5465395,1001.719,2.9411405,590.001,15
2.3209898,1015.6534,4.2210845,2.6049458,1712.7058,3.8634545,1003.825,4.7152715,580.001,15
2.3055974,1002.3922,3.9188225,2.2558214,1660.069,3.7649015,1010.6494,3.4947815,530.001,15
2.3768438,1013.5402,4.3717745,2.6797106,1743.379,4.7331635,1009.4506,4.1432645,610.001,16
2.3770538,1016.9614,4.0150115,2.9498486,1368.8146,2.0662325,1004.527,3.8481455,580.001,16
2.3231666,1009.8202,4.0616315,2.777537,1506.9154,3.4499315,1001.7526,4.080951499999999,600.001,16
2.682599,1008.4462,4.0859225,2.701523,1499.275,3.4164995,1007.1166,3.6366905,590.001,16
2.1895094,1022.0866,4.8522995,2.6433758000000003,1588.2526,4.4445275,1003.6378,4.0735475,590.001,17
2.2640426,1026.9046,4.8045875,2.6149706,1720.453,4.9126835,1000.6594,3.9379745,590.001,17
2.1520694,1003.8838,4.7124395,2.8085342000000004,1561.6318,4.9609265,1009.1758,3.8874185,610.001,17
2.514893,1006.021,4.552713499999999,2.646539,1504.6894,4.1511725,1008.3154,3.3545735,610.001,17
2.3621786,1071.8254,4.2165515,2.6318906,1647.5566,4.2990245,1002.8902,3.6193655,610.001,18
2.8715942,1389.8446,2.0374865,2.4302654,1159.1698,2.4540785,1016.4862,4.9183385,500.001,18
2.9036282,1012.891,2.2784735,2.266337,2032.4098,4.6207955,1002.853,4.7707535,570.001,18
3.0777650000000003,1014.049,4.8634595,2.1345242,1748.4382,4.2506585,1007.0326,4.0677005,590.001,18
2.4456326,1002.2518,4.2660845,2.3678354,1570.0978,4.8817685,1020.2494,3.6382685,600.001,19
2.3464934,1018.3798,4.1835755,2.5502258,1914.6718,4.5791495,1007.9614,3.6186095,610.001,19
2.7517574,1003.2838,4.6406255,2.4791786,1689.0466,3.9915935,1008.223,3.9930875,590.001,19
2.328713,1000.489,4.1807855,2.6101106,1528.4409999999998,4.6665395,1012.879,2.2102325,560.001,19
2.4281126,1044.289,4.0774175,2.6125598,1440.691,4.4337905,1014.5062,3.3653495,580.001,20
2.426237,1065.2362,4.8679415,3.082337,1491.121,3.9243995,1007.0818,3.3555425,590.001,20
2.7147962,1043.9146,4.3565285,2.8429322,1740.4353999999998,4.8636965,1017.8758,3.4626455,570.001,20
2.5896218,1095.4402,4.6374335,2.7481682000000003,1754.0302,4.787907499999999,1006.5082,3.3873515,590.001,20
